{SIL} {SIL}
<UNK> <UNK>
{NOISE} {NOISE}
{COUGH} {COUGH}
{BREATH} {BREATH}
江达 J IANG1 D A2
乌江 UU U1 J IANG1
卖出 M AI4 CH U1
瑟缩 S E4 S UO1
合成 H E2 CH ENG2
和酒 H E2 J IU3
沙参 SH A1 SH EN1
复会 F U4 H UI4
石台 SH IX2 T AI2
粘胶 N IAN2 J IAO1
淘汰 T AO2 T AI4
必成 B I4 CH ENG2
刘渊 L IU2 VV VAN1
老挝 L AO3 UU UO1
效劳 X IAO4 L AO2
认识 R EN4 SH IX5
叶片 II IE4 P IAN4
冲力 CH ONG1 L I4
船舶 CH UAN2 B O2
寺观 S IY4 G UAN4
鸡屎 J I1 SH IX3
麻纱 M A2 SH A1
遣返 Q IAN3 F AN3
暴行 B AO4 X ING2
分娩 F EN1 M IAN3
国槐 G UO2 H UAI2
起行 Q I3 X ING2
平平 P ING2 P ING2
动盪 D ONG4 D ANG4
宣布 X VAN1 B U4
少喜 SH AO4 X I3
板胡 B AN3 H U2
铁电 T IE3 D IAN4
各自 G E4 Z IY4
沉浮 CH EN2 F U2
右舵 II IU4 D UO4
写景 X IE2 J ING3
花木 H UA1 M U4
恒泰 H ENG2 T AI4
洪林 H ONG2 L IN2
酷热 K U4 R E4
力宝 L I4 B AO3
如玉 R U2 VV V4
开展 K AI1 ZH AN3
藠头 J IAO4 T OU5
天房 T IAN1 F ANG2
姘头 P IN1 T OU5
写明 X IE3 M ING2
善哉 SH AN4 Z AI1
狎妓 X IA2 J I4
官学 G UAN1 X VE2
小蜜 X IAO3 M I4
末世 M O4 SH IX4
生肉 SH ENG1 R OU4
强令 Q IANG2 L ING4
空运 K ONG1 VV VN4
挂失 G UA4 SH IX1
支开 ZH IX1 K AI1
鞋跟 X IE2 G EN1
讲义 J IANG3 II I4
热潮 R E4 CH AO2
救难 J IU4 N AN2
勃然 B O2 R AN2
梦魇 M ENG4 II IAN3
利空 L I4 K ONG1
成心 CH ENG2 X IN1
法马 F A3 M A3
可采 K E3 C AI3
水芹 SH UI3 Q IN2
争风 ZH ENG1 F ENG1
潜江 Q IAN2 J IANG1
要闻 II IAO4 UU UN2
催化 C UI1 H UA4
精益 J ING1 II I4
性征 X ING4 ZH ENG1
洞府 D ONG4 F U3
宽余 K UAN1 VV V2
蒜蓉 S UAN4 R ONG2
来源 L AI2 VV VAN2
拖移 T UO1 II I2
东川 D ONG1 CH UAN1
发迹 F A1 J I4
加正 J IA1 ZH ENG4
高县 G AO1 X IAN4
漏气 L OU4 Q I4
受体 SH OU4 T I3
国粹 G UO2 C UI4
杉杉 SH AN1 SH AN1
搬迁 B AN1 Q IAN1
造星 Z AO4 X ING1
着意 ZH UO2 II I4
鼻涕 B I2 T I4
多来 D UO1 L AI2
薄纱 B AO2 SH A1
电分 D IAN4 F EN1
门望 M EN2 UU UANG4
到位 D AO4 UU UI4
选情 X VAN3 Q ING2
土岗 T U3 G ANG3
名车 M ING2 CH E1
胖墩 P ANG4 D UN1
参数 C AN1 SH U4
齐肩 Q I2 J IAN1
耀县 II IAO4 X IAN4
反锁 F AN3 S UO3
诈死 ZH A4 S IY3
双眸 SH UANG1 M OU2
馨园 X IN1 VV VAN2
何须 H E2 X V1
荷载 H E4 Z AI4
赢利 II ING2 L I4
早餐 Z AO3 C AN1
均安 J VN1 AA AN1
卷须 J VAN3 X V1
沿滩 II IAN2 T AN1
探戈 T AN4 G E1
瘀伤 VV V1 SH ANG1
镇通 ZH EN4 T ONG1
废话 F EI4 H UA4
牙人 II IA2 R EN2
国剧 G UO2 J V4
回响 H UI2 X IANG3
拖行 T UO1 X ING2
荤素 H UN1 S U4
微管 UU UI1 G UAN3
气色 Q I4 S E4
泰斗 T AI4 D OU3
加纳 J IA1 N A4
祖师 Z U3 SH IX1
私交 S IY1 J IAO1
高足 G AO1 Z U2
讲究 J IANG3 J IU5
始祖 SH IX3 Z U3
担待 D AN1 D AI4
窃取 Q IE4 Q V3
赖安 L AI4 AA AN1
钻卡 Z UAN4 Q IA3
骨干 G U3 G AN4
鼠药 SH U3 II IAO4
舞动 UU U3 D ONG4
百搭 B AI3 D A1
新宇 X IN1 VV V3
悔罪 H UI3 Z UI4
闲晃 X IAN2 H UANG4
定做 D ING4 Z UO4
珠海 ZH U1 H AI3
今晚 J IN1 UU UAN3
凭空 P ING2 K ONG1
电路 D IAN4 L U4
成冰 CH ENG2 B ING1
生火 SH ENG1 H UO3
应聘 II ING4 P IN4
台视 T AI2 SH IX4
轰鸣 H ONG1 M ING2
同级 T ONG2 J I2
恰合 Q IA4 H E2
米脂 M I3 ZH IX1
报录 B AO4 L U4
纲领 G ANG1 L ING3
作罢 Z UO4 B A4
乌鸦 UU U1 II IA1
闭环 B I4 H UAN2
缔结 D I4 J IE2
功臣 G ONG1 CH EN2
丢脸 D IU1 L IAN3
条幅 T IAO2 F U2
立言 L I4 II IAN2
绿豆 L V4 D OU4
转圜 ZH UAN3 H UAN2
畅叙 CH ANG4 X V4
南汇 N AN2 H UI4
录影 L U4 II ING3
学群 X VE2 Q VN2
为辅 UU UI2 F U3
至若 ZH IX4 R UO4
天门 T IAN1 M EN2
肉桂 R OU4 G UI4
头目 T OU2 M U4
圣祖 SH ENG4 Z U3
麦迪 M AI4 D I2
葫芦 H U2 L U5
克马 K E4 M A3
裕达 VV V4 D A2
庇古 B I4 G U3
占线 ZH AN4 X IAN4
斜角 X IE2 J IAO3
奖酬 J IANG3 CH OU2
斗大 D OU3 D A4
霜露 SH UANG1 L U4
威迫 UU UI1 P O4
原为 VV VAN2 UU UI4
水警 SH UI3 J ING3
保管 B AO3 G UAN3
男风 N AN2 F ENG1
光棍 G UANG1 G UN4
悟空 UU U4 K ONG1
表弟 B IAO3 D I4
锡培 X I2 P EI2
过重 G UO4 ZH ONG4
右拐 II IU4 G UAI3
李氏 L I3 SH IX4
承包 CH ENG2 B AO1
磁层 C IY2 C ENG2
大邑 D A4 II I4
纸品 ZH IX3 P IN3
木头 M U4 T OU5
着笔 ZH UO2 B I3
水亮 SH UI3 L IANG4
锐武 R UI4 UU U3
创联 CH UANG4 L IAN2
催膘 C UI1 B IAO1
供献 G ONG1 X IAN4
阿桑 AA A1 S ANG1
兴办 X ING1 B AN4
姑舅 G U1 J IU4
入学 R U4 X VE2
永建 II IONG3 J IAN4
抢眼 Q IANG3 II IAN3
中院 ZH ONG1 VV VAN4
树墩 SH U4 D UN1
瑞霞 R UI4 X IA2
守制 SH OU3 ZH IX4
冲帐 CH ONG1 ZH ANG4
维权 UU UI2 Q VAN2
庙口 M IAO4 K OU3
台前 T AI2 Q IAN2
尾村 UU UI3 C UN1
祝康 ZH U4 K ANG1
钮扣 N IU3 K OU4
扇窗 SH AN4 CH UANG1
喃喃 N AN2 N AN2
褂子 G UA4 Z IY5
山货 SH AN1 H UO4
昂贵 AA ANG2 G UI4
慢步 M AN4 B U4
勐海 M ENG3 H AI3
涟漪 L IAN2 II I1
心室 X IN1 SH IX4
凤毛 F ENG4 M AO2
守兵 SH OU3 B ING1
希腊 X I1 L A4
问世 UU UN4 SH IX4
想吃 X IANG3 CH I1
阐明 CH AN3 M ING2
刀山 D AO1 SH AN1
骗术 P IAN4 SH U4
果冻 G UO3 D ONG4
两性 L IANG3 X ING4
罚站 F A2 ZH AN4
立标 L I4 B IAO1
曼努 M AN4 N U3
倩倩 Q IAN4 Q IAN4
齐家 Q I2 J IA1
炸鸡 ZH A2 J I1
其词 Q I2 C IY2
悬吊 X VAN2 D IAO4
公股 G ONG1 G U3
体面 T I3 M IAN4
宝智 B AO3 ZH IX4
沙洲 SH A1 ZH OU1
放屁 F ANG4 P I4
茶树 CH A2 SH U4
下棋 X IA4 Q I2
成夜 CH ENG2 II IE4
日语 R IZ4 VV V3
超声 CH AO1 SH ENG1
离世 L I2 SH IX4
省却 SH ENG3 Q VE4
掩体 II IAN3 T I3
正着 ZH ENG4 ZH AO2
限额 X IAN4 EE E2
闭着 B I4 ZH E5
无愧 UU U2 K UI4
南开 N AN2 K AI1
路途 L U4 T U2
迷局 M I2 J V2
货栈 H UO4 ZH AN4
讲题 J IANG3 T I2
脱壳 T UO1 K E2
收取 SH OU1 Q V3
重听 ZH ONG4 T ING1
支教 ZH IX1 J IAO4
阻隔 Z U3 G E2
欣瑜 X IN1 VV V2
杰科 J IE2 K E1
买基 M AI3 J I1
炸药 ZH A4 II IAO4
脚踩 J IAO3 C AI3
星级 X ING1 J I2
的姐 D I1 J IE3
科龙 K E1 L ONG2
美生 M EI3 SH ENG1
开台 K AI1 T AI2
距今 J V4 J IN1
才成 C AI2 CH ENG2
划拨 H UA4 B O1
中专 ZH ONG1 ZH UAN1
渡河 D U4 H E2
汹涌 X IONG1 II IONG3
涂在 T U2 Z AI4
乳儿 R U3 EE ER2
裸地 L UO3 D I4
景明 J ING3 M ING2
至德 ZH IX4 D E2
药性 II IAO4 X ING4
批点 P I1 D IAN3
用来 II IONG4 L AI2
涕零 T I4 L ING2
铁心 T IE3 X IN1
抓狂 ZH UA1 K UANG2
轻生 Q ING1 SH ENG1
课长 K E4 ZH ANG3
藩篱 F AN1 L I2
手握 SH OU3 UU UO4
病机 B ING4 J I1
比武 B I3 UU U3
实收 SH IX2 SH OU1
棕垫 Z ONG1 D IAN4
阴雨 II IN1 VV V3
日航 R IZ4 H ANG2
尼玛 N I2 M A3
荆轲 J ING1 K E1
打倒 D A3 D AO3
西街 X I1 J IE1
冤家 VV VAN1 J IA5
贝壳 B EI4 K E2
缺氧 Q VE1 II IANG3
病例 B ING4 L I4
打斗 D A3 D OU4
脚面 J IAO3 M IAN4
爱妻 AA AI4 Q I1
分区 F EN1 Q V1
跑圈 P AO3 Q VAN1
粒状 L I4 ZH UANG4
树木 SH U4 M U4
松劲 S ONG1 J IN4
适人 SH IX4 R EN2
疑云 II I2 VV VN2
陵夷 L ING2 II I2
普乐 P U3 VV VE4
墨渍 M O4 Z IY4
拉高 L A1 G AO1
大章 D A4 ZH ANG1
市制 SH IX4 ZH IX4
港埠 G ANG3 B U4
套圈 T AO4 Q VAN1
尼卡 N I2 K A3
乙基 II I3 J I1
鼎之 D ING3 ZH IX1
调音 T IAO2 II IN1
喹啉 K UI2 L IN2
银矿 II IN2 K UANG4
诚恳 CH ENG2 K EN3
跌落 D IE1 L UO4
装设 ZH UANG1 SH E4
后方 H OU4 F ANG1
驰援 CH IX2 VV VAN2
套套 T AO4 T AO5
经幡 J ING1 F AN1
胭脂 II IAN1 ZH IX5
夹缝 J IA1 F ENG4
整天 ZH ENG3 T IAN1
小老 X IAO3 L AO3
烧身 SH AO1 SH EN1
笃定 D U3 D ING4
推究 T UI1 J IU1
太康 T AI4 K ANG1
柳生 L IU3 SH ENG1
袖标 X IU4 B IAO1
美优 M EI3 II IU1
蚁穴 II I3 X VE2
庶人 SH U4 R EN2
鸟鸣 N IAO3 M ING2
观战 G UAN4 ZH AN4
泽兰 Z E2 L AN2
教母 J IAO4 M U3
于平 VV V2 P ING2
怀疑 H UAI2 II I2
抓举 ZH UA1 J V3
达观 D A2 G UAN1
主权 ZH U3 Q VAN2
民族 M IN2 Z U2
城际 CH ENG2 J I4
害虫 H AI4 CH ONG2
更迭 G ENG1 D IE2
堂上 T ANG2 SH ANG4
用度 II IONG4 D U4
圣手 SH ENG4 SH OU3
人办 R EN2 B AN4
弊端 B I4 D UAN1
试金 SH IX4 J IN1
朱军 ZH U1 J VN1
旋钮 X VAN2 N IU3
情商 Q ING2 SH ANG1
手紧 SH OU3 J IN3
见驾 J IAN4 J IA4
金刚 J IN1 G ANG1
要账 II IAO4 ZH ANG4
合唱 H E2 CH ANG4
嘶哑 S IY1 II IA3
遣送 Q IAN3 S ONG4
优美 II IU1 M EI3
以防 II I3 F ANG2
比为 B I3 UU UI2
摄食 SH E4 SH IX2
机降 J I1 J IANG4
得亚 D E2 II IA4
糖粉 T ANG2 F EN3
切当 Q IE4 D ANG4
抵补 D I3 B U3
单刀 D AN1 D AO1
世代 SH IX4 D AI4
款式 K UAN3 SH IX4
幻象 H UAN4 X IANG4
饸饹 H E2 L E5
埋藏 M AI2 C ANG2
养性 II IANG3 X ING4
博乐 B O2 L E4
催谷 C UI1 G U3
稳压 UU UN3 II IA1
死定 S IY3 D ING4
免收 M IAN3 SH OU1
沙宝 SH A1 B AO3
招摇 ZH AO1 II IAO2
南谯 N AN2 Q IAO2
地皮 D I4 P I2
秦国 Q IN2 G UO2
搞乱 G AO3 L UAN4
少斌 SH AO4 B IN1
清高 Q ING1 G AO1
佛祖 F O2 Z U3
流畅 L IU2 CH ANG4
诉苦 S U4 K U3
跑官 P AO3 G UAN1
暗淡 AA AN4 D AN4
贵金 G UI4 J IN1
抛开 P AO1 K AI1
雄踞 X IONG2 J V4
乱来 L UAN4 L AI2
山乡 SH AN1 X IANG1
近岸 J IN4 AA AN4
平镇 P ING2 ZH EN4
甘泉 G AN1 Q VAN2
如约 R U2 VV VE1
顿河 D UN4 H E2
观览 G UAN1 L AN3
极差 J I2 CH A4
投保 T OU2 B AO3
代班 D AI4 B AN1
付讫 F U4 Q I4
掩映 II IAN3 II ING4
各派 G E4 P AI4
默然 M O4 R AN2
南通 N AN2 T ONG1
相合 X IANG1 H E2
凝缩 N ING2 S UO1
社群 SH E4 Q VN2
宣道 X VAN1 D AO4
捷通 J IE2 T ONG1
老树 L AO3 SH U4
至迟 ZH IX4 CH IX2
骨质 G U3 ZH IX4
跃然 VV VE4 R AN2
昔年 X I1 N IAN2
比超 B I3 CH AO1
溪涧 X I1 J IAN4
沙枣 SH A1 Z AO3
赳赳 J IU1 J IU1
纠葛 J IU1 G E2
天空 T IAN1 K ONG1
台球 T AI2 Q IU2
家宴 J IA1 II IAN4
中金 ZH ONG1 J IN1
青伟 Q ING1 UU UI3
贤良 X IAN2 L IANG2
顶级 D ING3 J I2
灯盏 D ENG1 ZH AN3
使坏 SH IX3 H UAI4
毛坯 M AO2 P I1
嗫嚅 N IE4 R U2
现清 X IAN4 Q ING1
有志 II IU3 ZH IX4
敬畏 J ING4 UU UI4
付邮 F U4 II IU2
龙崎 L ONG2 Q I2
檀香 T AN2 X IANG1
敏霞 M IN3 X IA2
治气 ZH IX4 Q I4
周期 ZH OU1 Q I1
扑腾 P U1 T ENG5
强项 Q IANG2 X IANG4
妙法 M IAO4 F A3
黎民 L I2 M IN2
杉林 SH AN1 L IN2
耀宇 II IAO4 VV V3
车体 CH E1 T I3
钓杆 D IAO4 G AN3
扶栏 F U2 L AN2
责难 Z E2 N AN4
腿腕 T UI3 UU UAN4
极超 J I2 CH AO1
来凑 L AI2 C OU4
对空 D UI4 K ONG1
头筹 T OU2 CH OU2
献丑 X IAN4 CH OU3
添翼 T IAN1 II I4
投标 T OU2 B IAO1
春如 CH UN1 R U2
假人 J IA3 R EN2
严君 II IAN2 J VN1
定规 D ING4 G UI1
月光 VV VE4 G UANG1
逢甲 F ENG2 J IA3
两大 L IANG3 D A4
横盘 H ENG2 P AN2
外电 UU UAI4 D IAN4
终究 ZH ONG1 J IU1
华社 H UA2 SH E4
标清 B IAO1 Q ING1
铺轨 P U1 G UI3
开胶 K AI1 J IAO1
钱起 Q IAN2 Q I3
万恶 UU UAN4 EE E4
转出 ZH UAN3 CH U1
病愈 B ING4 VV V4
身强 SH EN1 Q IANG2
容貌 R ONG2 M AO4
追究 ZH UI1 J IU1
醒狮 X ING3 SH IX1
治下 ZH IX4 X IA4
赛季 S AI4 J I4
断灭 D UAN4 M IE4
忽哨 H U1 SH AO4
小院 X IAO3 VV VAN4
镇痛 ZH EN4 T ONG4
健兴 J IAN4 X ING1
吴为 UU U2 UU UI4
子进 Z IY3 J IN4
避雨 B I4 VV V3
走形 Z OU3 X ING2
继子 J I4 Z IY3
合称 H E2 CH ENG1
济南 J I3 N AN2
会宁 H UI4 N ING2
流放 L IU2 F ANG4
车箱 CH E1 X IANG1
德望 D E2 UU UANG4
星火 X ING1 H UO3
晓鑫 X IAO3 X IN1
长满 ZH ANG3 M AN3
小港 X IAO3 G ANG3
隐私 II IN3 S IY1
浅水 Q IAN3 SH UI3
动手 D ONG4 SH OU3
弑父 SH IX4 F U4
翻砂 F AN1 SH A1
吃饭 CH IX1 F AN4
受性 SH OU4 X ING4
实价 SH IX2 J IA4
借字 J IE4 Z IY4
左镇 Z UO3 ZH EN4
玉露 VV V4 L U4
安泽 AA AN1 Z E2
双钩 SH UANG1 G OU1
晓燕 X IAO3 II IAN4
趁机 CH EN4 J I1
挑子 T IAO1 Z IY5
住持 ZH U4 CH IX2
膀胱 P ANG2 G UANG1
斯提 S IY1 T I2
稻田 D AO4 T IAN2
弄鬼 N ONG4 G UI3
从成 C ONG2 CH ENG2
再婚 Z AI4 H UN1
期待 Q I1 D AI4
圣庙 SH ENG4 M IAO4
虚名 X V1 M ING2
辰龙 CH EN2 L ONG2
托里 T UO1 L I3
傻傻 SH A3 SH A3
调处 D IAO4 CH U4
王方 UU UANG2 F ANG1
韵味 VV VN4 UU UI4
翻供 F AN1 G ONG4
折秤 SH E2 CH ENG4
波动 B O1 D ONG4
奇波 Q I2 B O1
死力 S IY3 L I4
扬名 II IANG2 M ING2
婢女 B I4 N V3
旷世 K UANG4 SH IX4
祖孙 Z U3 S UN1
防毒 F ANG2 D U2
祥光 X IANG2 G UANG1
受难 SH OU4 N AN4
骄气 J IAO1 Q I5
牙病 II IA2 B ING4
高峰 G AO1 F ENG1
她俩 T A1 L IA3
腹肌 F U4 J I1
起心 Q I3 X IN1
于博 VV V2 B O2
份额 F EN4 EE E2
恩湖 EE EN1 H U2
轮胎 L UN2 T AI1
有良 II IU3 L IANG2
精粹 J ING1 C UI4
字尾 Z IY4 UU UI3
耍赖 SH UA3 L AI4
大嫂 D A4 S AO3
贪官 T AN1 G UAN1
可调 K E3 T IAO2
其法 Q I2 F A3
废票 F EI4 P IAO4
佛陀 F O2 T UO2
谨严 J IN3 II IAN2
其连 Q I2 L IAN2
做空 Z UO4 K ONG4
永善 II IONG3 SH AN4
粉状 F EN3 ZH UANG4
前端 Q IAN2 D UAN1
文库 UU UN2 K U4
直隶 ZH IX2 L I4
建设 J IAN4 SH E4
泪珠 L EI4 ZH U1
施治 SH IX1 ZH IX4
小车 X IAO3 CH E1
十方 SH IX2 F ANG1
发糕 F A1 G AO1
明光 M ING2 G UANG1
雪雁 X VE3 II IAN4
动网 D ONG4 UU UANG3
斩获 ZH AN3 H UO4
成都 CH ENG2 D U1
升级 SH ENG1 J I2
议政 II I4 ZH ENG4
坛子 T AN2 Z IY5
大枪 D A4 Q IANG1
辛辣 X IN1 L A4
化食 H UA4 S IY4
党报 D ANG3 B AO4
拒缴 J V4 J IAO3
能力 N ENG2 L I4
穿带 CH UAN1 D AI4
拔营 B A2 II ING2
冬月 D ONG1 VV VE4
便函 B IAN4 H AN2
关西 G UAN1 X I1
嗅觉 X IU4 J VE2
折返 ZH E2 F AN3
响动 X IANG3 D ONG4
作法 Z UO4 F A3
真真 ZH EN1 ZH EN1
墨砚 M O4 II IAN4
欠安 Q IAN4 AA AN1
街头 J IE1 T OU2
美金 M EI3 J IN1
群起 Q VN2 Q I3
限定 X IAN4 D ING4
深县 SH EN1 X IAN4
护肤 H U4 F U1
明晰 M ING2 X I1
腰间 II IAO1 J IAN1
前面 Q IAN2 M IAN4
乌语 UU U1 VV V3
空气 K ONG1 Q I4
透漏 T OU4 L OU4
伟大 UU UI3 D A4
光子 G UANG1 Z IY3
扇子 SH AN4 Z IY5
肿瘤 ZH ONG3 L IU2
迷你 M I2 N I3
抵赖 D I3 L AI4
承建 CH ENG2 J IAN4
词调 C IY2 D IAO4
机芯 J I1 X IN1
驻留 ZH U4 L IU2
笔端 B I3 D UAN1
说书 SH UO1 SH U1
维尼 UU UI2 N I2
追问 ZH UI1 UU UN4
华语 H UA2 VV V3
中亮 ZH ONG1 L IANG4
咕咚 G U1 D ONG1
静寂 J ING4 J I4
昏黄 H UN1 H UANG2
海油 H AI3 II IU2
科夫 K E1 F U1
彩蛋 C AI3 D AN4
中岛 ZH ONG1 D AO3
招行 ZH AO1 H ANG2
瑙鲁 N AO3 L U3
警长 J ING3 ZH ANG3
大祥 D A4 X IANG2
撤防 CH E4 F ANG2
澡堂 Z AO3 T ANG2
福分 F U2 F EN5
盘点 P AN2 D IAN3
声名 SH ENG1 M ING2
获奖 H UO4 J IANG3
预收 VV V4 SH OU1
展望 ZH AN3 UU UANG4
盛称 SH ENG4 CH ENG1
师门 SH IX1 M EN2
民政 M IN2 ZH ENG4
大夫 D AI4 F U5
巡航 X VN2 H ANG2
失散 SH IX1 S AN4
芍药 SH AO2 II IAO5
公公 G ONG1 G ONG5
断言 D UAN4 II IAN2
受病 SH OU4 B ING4
抛盘 P AO1 P AN2
齿根 CH IX3 G EN1
清城 Q ING1 CH ENG2
豪杰 H AO2 J IE2
分泌 F EN1 M I4
冷酷 L ENG3 K U4
本色 B EN3 S E4
梅县 M EI2 X IAN4
田联 T IAN2 L IAN2
损坏 S UN3 H UAI4
登报 D ENG1 B AO4
照发 ZH AO4 F A1
青森 Q ING1 S EN1
大冢 D A4 ZH ONG3
科克 K E1 K E4
胃寒 UU UI4 H AN2
彭亨 P ENG2 H ENG1
劝学 Q VAN4 X VE2
旷古 K UANG4 G U3
眼病 II IAN3 B ING4
看透 K AN4 T OU4
拳法 Q VAN2 F A3
间接 J IAN4 J IE1
罚钱 F A2 Q IAN2
万里 UU UAN4 L I3
表哥 B IAO3 G E1
炮楼 P AO4 L OU2
美地 M EI3 D E5
发轫 F A1 R EN4
无偿 UU U2 CH ANG2
定额 D ING4 EE E2
练兵 L IAN4 B ING1
坠落 ZH UI4 L UO4
逗号 D OU4 H AO4
光刻 G UANG1 K E4
竞价 J ING4 J IA4
欢心 H UAN1 X IN1
阔斧 K UO4 F U3
开具 K AI1 J V4
放电 F ANG4 D IAN4
宿根 S U4 G EN1
谋职 M OU2 ZH IX2
中场 ZH ONG1 CH ANG3
陷害 X IAN4 H AI4
股栗 G U3 L I4
现款 X IAN4 K UAN3
私房 S IY1 F ANG2
学费 X VE2 F EI4
水箱 SH UI3 X IANG1
亏损 K UI1 S UN3
国基 G UO2 J I1
故友 G U4 II IU3
大考 D A4 K AO3
卖傻 M AI4 SH A3
滇红 D IAN1 H ONG2
首播 SH OU3 B O1
幼师 II IU4 SH IX1
屋企 UU U1 Q I3
令人 L ING4 R EN2
中组 ZH ONG1 Z U3
古玩 G U3 UU UAN2
被褥 B EI4 R U4
伟岸 UU UI3 AA AN4
咕咕 G U1 G U1
虚词 X V1 C IY2
钻头 Z UAN4 T OU2
玉柴 VV V4 CH AI2
工序 G ONG1 X V4
医疗 II I1 L IAO2
磨碎 M O4 S UI4
小岳 X IAO3 VV VE4
换衣 H UAN4 II I4
贵港 G UI4 G ANG3
右首 II IU4 SH OU3
蒙冤 M ENG2 VV VAN1
小菜 X IAO3 C AI4
背飞 B EI4 F EI1
耶夫 II IE1 F U1
也静 II IE3 J ING4
贺铨 H E4 Q VAN2
远足 VV VAN3 Z U2
复地 F U4 D I4
图版 T U2 B AN3
竹竿 ZH U2 G AN1
渊明 VV VAN1 M ING2
凌杂 L ING2 Z A2
豪客 H AO2 K E4
兵器 B ING1 Q I4
江水 J IANG1 SH UI3
清收 Q ING1 SH OU1
剧毒 J V4 D U2
医理 II I1 L I3
勇猛 II IONG2 M ENG3
音译 II IN1 II I4
林朋 L IN2 P ENG2
蝼蛄 L OU2 G U1
南特 N AN2 T E4
元欣 VV VAN2 X IN1
卒中 C U4 ZH ONG4
散水 S AN4 SH UI3
隐疾 II IN3 J I2
卡亚 K A3 II IA4
大高 D A4 G AO1
国庆 G UO2 Q ING4
两架 L IANG3 J IA4
草乌 C AO3 UU U1
超支 CH AO1 ZH IX1
起智 Q I3 ZH IX4
弃权 Q I4 Q VAN2
独力 D U2 L I4
被装 B EI4 ZH UANG1
群像 Q VN2 X IANG4
延续 II IAN2 X V4
深恶 SH EN1 UU U4
油桃 II IU2 T AO2
解气 J IE3 Q I4
再读 Z AI4 D U2
浅淡 Q IAN3 D AN4
花药 H UA1 II IAO4
猪场 ZH U1 CH ANG3
倒烟 D AO4 II IAN1
笑语 X IAO4 VV V3
直管 ZH IX2 G UAN3
督办 D U1 B AN4
痴傻 CH IX1 SH A3
屏风 P ING2 F ENG1
公愤 G ONG1 F EN4
磁力 C IY2 L I4
仓容 C ANG1 R ONG2
音律 II IN1 L V4
接济 J IE1 J I4
粉皮 F EN3 P I2
次席 C IY4 X I2
斜阳 X IE2 II IANG2
科级 K E1 J I2
集邮 J I2 II IU2
和辉 H E2 H UI1
同人 T ONG2 R EN2
航道 H ANG2 D AO4
其儿 Q I2 EE ER5
扭力 N IU3 L I4
朝野 CH AO2 II IE3
换届 H UAN4 J IE4
神体 SH EN2 T I3
污痕 UU U1 H EN2
房下 F ANG2 X IA4
乡西 X IANG1 X I1
节余 J IE2 VV V2
少云 SH AO3 VV VN2
隙缝 X I4 F ENG4
笔战 B I3 ZH AN4
既无 J I4 UU U2
变窄 B IAN4 ZH AI3
单薄 D AN1 B O2
倒叙 D AO4 X V4
复叶 F U4 II IE4
聘金 P IN4 J IN1
假牙 J IA3 II IA2
布洛 B U4 L UO4
扛着 K ANG2 ZH E5
颊骨 J IA2 G U3
鲜少 X IAN3 SH AO3
灵符 L ING2 F U2
名手 M ING2 SH OU3
力持 L I4 CH IX2
明初 M ING2 CH U1
夏初 X IA4 CH U1
药妆 II IAO4 ZH UANG1
种禽 ZH ONG3 Q IN2
雪松 X VE3 S ONG1
示恩 SH IX4 EE EN1
坯布 P I1 B U4
历程 L I4 CH ENG2
电笔 D IAN4 B I3
鼻腔 B I2 Q IANG1
娇娃 J IAO1 UU UA2
拿分 N A2 F EN1
残敌 C AN2 D I2
谋智 M OU2 ZH IX4
教皇 J IAO4 H UANG2
截塔 J IE2 T A3
美丑 M EI3 CH OU3
内项 N EI4 X IANG4
着装 ZH UO2 ZH UANG1
骑车 Q I2 CH E1
遂意 S UI4 II I4
永安 II IONG3 AA AN1
多特 D UO1 T E4
涉足 SH E4 Z U2
耐酸 N AI4 S UAN1
爱憎 AA AI4 Z ENG1
除灵 CH U2 L ING2
淑莉 SH U1 L I4
哑谜 II IA3 M I2
弥陀 M I2 T UO2
氛围 F EN1 UU UI2
少儿 SH AO4 EE ER2
实话 SH IX2 H UA4
选房 X VAN3 F ANG2
善始 SH AN4 SH IX3
枯树 K U1 SH U4
在民 Z AI4 M IN2
同轴 T ONG2 ZH OU2
动魄 D ONG4 P O4
押车 II IA1 CH E1
征文 ZH ENG1 UU UN2
正名 ZH ENG4 M ING2
摊点 T AN1 D IAN3
以红 II I3 H ONG2
时之 SH IX2 ZH IX1
缂丝 K E4 S IY1
珍品 ZH EN1 P IN3
经意 J ING1 II I4
下巴 X IA4 B A5
白浊 B AI2 ZH UO2
永明 II IONG3 M ING2
惠顾 H UI4 G U4
自家 Z IY4 J IA1
请安 Q ING3 AA AN1
顶面 D ING3 M IAN4
回族 H UI2 Z U2
向着 X IANG4 ZH E5
驮马 T UO2 M A3
吭声 K ENG1 SH ENG1
巍巍 UU UI1 UU UI1
大酒 D A4 J IU3
神社 SH EN2 SH E4
娇红 J IAO1 H ONG2
观景 G UAN4 J ING3
尚义 SH ANG4 II I4
海珠 H AI3 ZH U1
颇具 P O1 J V4
恒久 H ENG2 J IU3
鲜肉 X IAN1 R OU4
撮合 C UO1 H E5
曙光 SH U3 G UANG1
交织 J IAO1 ZH IX1
对案 D UI4 AA AN4
理智 L I3 ZH IX4
重利 ZH ONG4 L I4
金国 J IN1 G UO2
市中 SH IX4 ZH ONG1
稀松 X I1 S ONG1
安防 AA AN1 F ANG2
立像 L I4 X IANG4
